sku,image,small_image,thumbnail,hover,status
589831,589831_d.jpg,589831_d.jpg,589831_d.jpg,589831_g1h.jpg,enabled
721031,721031_d.jpg,721031_d.jpg,721031_d.jpg,721031_g1h.jpg,enabled
721069,721069_d.jpg,721069_d.jpg,721069_d.jpg,721069_g1h.jpg,enabled
738671,738671_d.jpg,738671_d.jpg,738671_d.jpg,738671_g1h.jpg,enabled
738684,738684_d.jpg,738684_d.jpg,738684_d.jpg,738684_g1h.jpg,enabled
